d_name,d_speciality,total_score,total_survey_count,five_star,five_star_percentage,four_star,four_star_percentage,three_star,three_star_percentage,two_star,two_star_percentage,one_star,one_star_percentage,positive_tags,negative_tags,comment_text
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is diligent and took time to know me and my health condition! Very comprehensive office
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","So grateful for Dr. Kohli and his team. He is a wonderful doctor who asks all the right questions. Not only is he incredibly smart and explains everything, but he is also kind, patient and caring. He is highly respected among hospital nurses and colleagues."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Excellent visit. Highly recommend Dr Kohli
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Rude and unprofessional. Doesn't act like a professional doctor. I do not recommend.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Excellent service: felt the staff and dr were efficient, smart and compassionate"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Very good
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Great service, excellent physician"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Excellent doctor. Very detailed and caring. Great office staff.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",First visit was very good. Spent a lot of time getting history and details.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Excellent doctor!! We recommend to friends and family.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Awesome Experience!
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Dr Kohli is the best doctor I have ever had, he is knowledgeable and kind"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Perfect
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",I like the time spent to understand patients issues
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Dr. Kohli is smart, kind and thorough!"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Very pleased
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Excellent- always takes his time and cares
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Very good bedside rapport with his patients, very caring doctor who spends quality time with you."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Professional office and Dr. Kohli took his time. highly recommended.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Love both Dr Kohli and Natalie are wonderful and are very caring and are always there for whatever my needs are. For the first time I love having a family physician that I’m not upset or scared to come and see. I appreciate all their help!!!!
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Felt like he was present for me. With a lovely disposition.
